Corps,Catégorie
"Email d'origine : Formulaire de contact   Divers (7).msg

email envoye automatiquement suite a une demande sur le site energies madame telephone objet divers adresse electronique message bonjour j'ai ce mois ci etait prelevee de euros au titre de mon contrat que j'ai pourtant resilie le juin en effet j'ai demenage j'etais avant au rue de londres de plus j'avais ete prelevee d'un mois d'avance au de mon contrat il s'agirait alors de me rendre mon mois d'avance ainsi que les e qui viennent de m'etre preleves a tort cordialement energies social rue du marais vert cedex ",3
"Email d'origine : Formulaire de contact   Divers (24).msg

email envoye automatiquement suite a une demande sur le site energies madame jacqueline telephone objet divers adresse electronique message bonjour je n'arrive pas a creer d'espace personnel n° contrat inconnu que faire merci energies social rue du marais vert cedex ",5
"Email d'origine : Formulaire de contact   Divers (131).msg

email envoye automatiquement suite a une demande sur le site energies monsieur jeanmarc telephone objet divers adresse electronique message bonjour ayant recu une mise en demeure de une facture de euro j'ai prepare un courrier dans lequel j'ai remis lettre de mise en demeure ainsi qu'un courrier d'accompagnement mais j'ai oublie d'y joindre le cheque vous allez donc recevoir cette premiere lettre sans le paiement desole je viens de vous mettre ce matin une enveloppe avec le cheque de euro avec un autre courrier d'accompagnement dans boite aux lettre de votre a comme demande dans le courrier d'accompagnement je souhaiterais que vous ne mettiez ce cheque en encaissement que le juillet d'avance merci de votre comprehension et desole pour le contretemps bien a vous jeanmarc energies social rue du marais vert cedex ",4
"Email d'origine : Résiliation de contrat d'électricité_3 Ruelle de la Cuiller a Pot.msg

madame monsieur je vous informe par presente de demission de mon bail en ruelle de cuiller a pot les informations concernant resiliation de contrat d'electricite hc hp ma nouvelle adresse a compter du er juillet sera rue des forgerons vous souhaitant bonne reception de ces informations je vous prie dagreer madame monsieur lexpression de mes salutations distinguees ",0
"Email d'origine : Re  Votre demande (74).msg

bonjour je vois sur mes factures que l'adresse n'est toujours pas modifiee c'est incroyable malgre toutes vos confirmations par email et telephone je ne sais plus quoi faire pour que vous changiez le n° de ma maison qui est le et non pas le merci de faire le necessaire au plus vite cordialement mailto le decembre a accueil mailto a ecrit bonjour nous vous confirmons prise en compte de votre demande de modification du numero de rue pour le logement de monsieur nous restons bien entendu a votre disposition pour tous renseignements complementaires bien cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de marie mailto mailto envoye jeudi decembre a accueil mailto cc mailto objet certificat numerotage madame monsieur vous trouverez en pj le certificat de numerotage de maison des epoux sis des peupliers a nous vous remercions de bien vouloir prendre en compte ce n° et faire le necessaire avec tous nos remerciements cordialement en l'absence de marie mairie de rose marie lhuissier responsable du service de lurbanisme et des marches publics de mailto ",3
"Email d'origine : Formulaire de contact   Divers (138).msg

email envoye automatiquement suite a une demande sur le site energies madame telephone objet divers adresse electronique message bonjour je viens de prendre possession de mon nouvel appartement rue des saules appart mittelhausbergen remise des cles par le promoteur avantgarde j'aimerais faire le transfert de compteurs avec releve entre avantgarde et moi pour gaz et electricite pour l'electricite j'ai le numero releve sur le compteur soit e mais pas le numero a chiffres demande sur le site pour emmenagement pour le gaz le numero de compteur est comment faire je n'ai que le pv de livraison et remise des cles de avantgarde avec les consommations relevees et signees ensemble je vous remercie d'avance pour votre reponse cordialement n b je ne quitterai mon appartement actuel au rue des erables achenheim que le juillet abonnements gaz et seront transferes vers le nouvel acheteur a cette date energies social rue du marais vert cedex ",0
"Email d'origine : Re  Votre demande (1).msg

bonjour comme demande voici par retour de courriel un justificatif de mariage permets d'insister en ce qui concerne mon nouveau nom d'usage et non pas merci de mettre mon dossier a jour cordialement le juin a accueil mailto a ecrit bonjour madame nous faisons suite a votre demande nous vous invitons a nous transmettre par retour de courriel un justificatif acte de mariage concernant modification de votre nom nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto mailto envoye lundi juin a accueil mailto objet re votre demande bonjour j'ai bien receptionne le courrier mentionne dans votre mail et je vous en remercie j'ai ete surprise de voir qu'apparaissait toujours mlle au lieu de malgre le fait que j'avais specifie ce changement sur vos conseils j'ai cree mon espace personnel pensant pouvoir ainsi modifier par moi civilite et le nom de famille malheureusement il semblerait que je ne sois pas autorisee a le faire pouvezvous s'il vous proceder a cette modification en vous remerciant contrat n° le mai am accueil mailto a ecrit bonjour madame nous avons bien enregistre votre demande de souscription nous vous confirmons qu'un nouveau contrat de fourniture a bien ete enregistre a votre nom au rue du centre a creation d'un nouveau contrat est une prestation reglementaire facturee a  ce montant sera inclus dans facture de souscription qui sera envoyee par voie postale celleci comprendra egalement deux mois d'abonnement afin d'acceder a votre contrat h et j nous vous invitons a creer votre espass personnel nous vous invitons a consulter une video accessible depuis le site http energies electriciteservicesenligneespasspersonnel pour decouvrir toutes les fonctionnalites disponibles nous vous confirmons mise en place du prelevement automatique de vos factures bimestrielles nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto mailto envoye samedi mai a accueil mailto objet changement de proprietaires bonjour par presente veuillez trouver en pieces jointes un formulaire de changement de proprietaire sans interruption de fourniture un iban nous serons residents dans ce logement concernant notre actuel logement dont nous sommes egalement proprietaire rue laennec contrat coordonnees bancaires nous souhaitons maintenir le contrat car nous y serons encore residents pendant quelques mois restant a votre dispositions pour tout complement d'information cordialement ",5
"Email d'origine : Formulaire de contact   Divers (147).msg

email envoye automatiquement suite a une demande sur le site energies monsieur petit thomas telephone objet divers adresse electronique message bonjour je viens d'emmenager hier au bd a il faudrait remettre le gaz et l'electricite pouvezvous m'indiquer a suivre bien cordialement m petit energies social rue du marais vert cedex ",0
"Email d'origine : 6 rue des Jardins Fleuris à Strasbourg.msg

bonjour veuillez trouver cijoint le formulaire de transcription du contrat pour le logement a les jardins d  rue des jardins fleuris a nouvel occupant rousseau vous souhaitant bonne reception cdt service tel logo immobilier",3
"Email d'origine : RE  Votre demande (81).msg

bonjour voici le releve compteur pour notre contrat rue de wesserling heures creuses heures pleines merci de bien vouloir faire le necessaire comme convenu cdt de accueil envoye lundi juin a objet votre demande bonjour madame nous avons bien pris connaissance de votre demande de resiliation de votre contrat d'electricite au rue de wesserling a pour simplifier vos demarches nous vous invitons a nous adresser par retour de mail vos releves de compteur en heures creuses et en heures pleines le apres votre demenagement votre contrat de fourniture sera resilie des reception de ces indications une derniere facture vous sera ensuite adressee par voie postale a votre nouvelle adresse nous restons a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b message d'origine de mailto envoye vendredi juin a accueil objet arret abonnement bonjour nous tenons a vous informer de l'arret de notre abonnement au er juillet a l'adresse suivante m laurent rue de wesserling n° de contrat merci de nous indiquer marche a suivre car nous etions locataire de cet apt pour notre fille etudiante sur je ne sais pas si vous coupez systematiquement le courant ou si il y a une reprise de contrat par le proprietaire a partir de cette date cdt ",1
"Email d'origine : Index.msg

bonjour voici l'index releve ce jour bonne cordialement ",1
"Email d'origine : KEHRIES .msg

bonjour je voulais savoir est ce que vous avez eu un retour de l'agence financiere million holding rue de l industrie eschau tel merci de votre retour svp",2
"Email d'origine : Contrat 419522 - Feu Ursch Dériré.msg

madame votre affirmation est dementie par le libelle de votre ordre de virement montant de frais voire documents en attache dautre part postfinance ne retient aucun frais depuis de nombreuses annees et ceci est confirme par les divers virement en provenance de je vous prie donc de reconsiderer votre determination afin que je puisse clore se dossier qui seternise depuis des mois davance je vous ne remercie de accueil mailto envoye jeudi juillet a objet votre demande bonjour monsieur nous faisons suite a votre demande et apres une nouvelle verification nous vous confirmons que ces frais sont bien factures par votre organisme bancaire par consequent nous regrettons de ne pas pouvoir repondre favorablement a votre demande nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye jeudi juin a accueil mailto objet re contrat feu bonjour madame apres renseignements pris aupres de postfinance il s'avere que les frais de transfere ont ete retenu par votre bancaire je vous prie donc de bien vouloir coriger cette anomalie d'avance je vous en remercie bien cordialement le cest de accueil mailto bonjour monsieur nous faisons suite a votre demande et vous informons apres verification que les frais vous sont factures par votre banque nous vous invitons donc a consulter celleci pour explications nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye vendredi juin a accueil mailto objet contrat feu madame jai bien recu votre virement de  et vous en remercie pour quel motif y atil une retenue de  pour les frais alors que les virements international sepa sont gratuits davance je vous en remercie bien cordialement p de accueil mailto envoye jeudi juin a mailto objet votre demande bonjour monsieur nous faisons suite a votre courriel et vous confirmons que demande de remboursement a bien ete effectuee en date du mai cependant les transactions internationales interbancaires prennent plus de temps toutefois le remboursement sur votre compte bancaire sera effectif incessamment sous peu nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye mercredi juin a accueil mailto objet contrat feu bonjour madame je suis toujours dans lattente de votre virement bien cordialement p de accueil mailto envoye mercredi mai a mailto objet votre demande bonjour monsieur nous faisons suite a votre demande de remboursement d'avoir relatif au contrat de monsieur nous vous informons que demande est en cours de traitement et peut prendre encore quelques jours nous vous remercions de bien vouloir patienter bien cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye lundi mai a accueil mailto objet contrat feu madame monsieur suite a votre je suis dans lattente de votre virement bien cordialement massery de accueil mailto envoye vendredi avril a objet re votre demande du bonjour monsieur suite a votre courriel et comme indique dans notre echange precedent nous vous remercions de bien vouloir nous faire parvenir un releve d'identite bancaire afin de proceder au remboursement de somme de  nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete alexandra votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye mercredi avril a accueil mailto objet votre demande du bonjour a dun rib je vous transmet un scan de mon dernier releve bancaire sur lequel vous trouvez toutes les donnees utiles au virement davance je vous en remercie de accueil mailto envoye mercredi avril a objet votre demande du bonjour monsieur nous faisons suite a votre demande etant donne que votre compte est domicilie a l'etranger nous avons besoin d'un original recent de votre releve d'identite bancaire afin de pouvoir proceder au remboursement vous pouvez nous le faire parvenir par retour de mail nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye lundi avril a accueil mailto objet votre demande bonsoir monsieur en reponse a votre demande je vous communique letat des compteurs au heures pleines heures creuses nouveaux proprietaires joseph kocher rue de haute vienne niederroedern dans lattente de vos prochaines nouvelles davance je vous en remercie de accueil mailto envoye mardi mars a objet votre demande bonjour monsieur nous vous proposons de renouveler votre demande de remboursement a reception de facture de cessation qui sera etablie apres vente du logement pour simplifier vos demarches nous vous invitons a nous adresser par retour de mail les releves de compteur en heures creuses et en heures pleines pris lors de remise des cles le contrat de fourniture sera resilie des reception de ces indications une derniere facture vous sera ensuite adressee par voie postale nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye lundi mars a accueil mailto objet contrat facture s du de accueil mailto envoye lundi mars a objet votre demande du bonjour monsieur nous faisons suite a votre demande le virement de  se fera sur le compte au nom de monsieur en date du pour des raisons de de traitement nous ne pouvons plus stoppe cette transaction si le virement devait etre rejete suite au cloture du compte bancaire nous vous remercions de bien vouloir nous faire parvenir un document mentionnant que vous le portefort et d'y joindre un releve d'identite bancaire a votre nom nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto madame en reponse a votre courriel du je vous joins lattestation de succession subsidiairement vous pouvez constater que jai les deux dernieres factures je vous serai reconnaissant de bien vouloir virer le solde au profit de des esserts a ecublens postfinance sa iban ch bic pofichhbxxx dautre part je vous prierais de prendre note que lappartement sera vendu a fin du mois mars sitot date fixee je vous communiquerai ladresse du nouveau proprietaire bien cordialement p massery de mailto envoye samedi mars a accueil mailto objet contrat facture s du madame monsieur je ne vois pas a quoi ou a qui correspond le compte dont il est fait allusion au bas de votre facture le cpte sur lequel peut etre vire le montant est le suivant iban ch bic pofichbexxx postfinance sa suisse dans lattente de vos prochaines nouvelles davance je vous en remercie bien cordialement l'absence de virus dans ce courrier electronique a ete verifiee par le logiciel antivirus avast www avast https www avast email utmmediumemailutmsource utmcampaign emailutmcontentemailclient l'absence de virus dans ce courrier electronique a ete verifiee par le logiciel antivirus avast www avast https www avast email utmmediumemailutmsource utmcampaign emailutmcontentemailclient",2
"Email d'origine : Formulaire de contact   Divers (20).msg

email envoye automatiquement suite a une demande sur le site energies madame telephone objet divers adresse electronique message bonjour je viens d'emmenager a j'essaye de souscrire un contrat sur internet depuis une semaine mais a chaque fois il est indique que le service est indisponible seraitil possible de souscrire par telephone si oui a quel numero merci cordialement energies social rue du marais vert cedex ",5
"Email d'origine : Formulaire de contact   Divers (144).msg

email envoye automatiquement suite a une demande sur le site energies madame telephone objet divers adresse electronique message bonjour je viens de signer un bail pour un logement a rothau et j'aimerais mettre en place gaz et electricite a mon nom comment faire pour qu'un technicien passe pour les compteurs et le contrat energies social rue du marais vert cedex ",0
"Email d'origine : Formulaire de contact   Divers (123).msg

email envoye automatiquement suite a une demande sur le site energies monsieur pascal telephone objet divers adresse electronique message bonjour je vais devenir proprietaire d'un logement sur vendredi prochain nous passerons a l'agence de avec le numero de compteur et l'index a cette date l'ancien proprietaire doitil resilier son contrat par telephone ou le fait que nous reprenions le contrat delectricite suffitil fautil ramener un justificatif de domicile pour reprise du contrat cordialement pascal energies social rue du marais vert cedex ",0
"Email d'origine : Re  Votre demande (19).msg

bonjour ma nouvelle adresse est le rue de l'altrott guebwiller ou je n'ai pas besoin de faire un nouveau contrat puisque c'est chez mes parents mon releve de compteur est le suivant numero de compteur wh kwh que ce sont les chiffres dont vous aviez besoin `merci cordialement le juillet a accueil mailto a ecrit bonjour madame nous avons bien pris connaissance de votre demande de resiliation de votre contrat d'electricite au rue de ribeauville a pour simplifier vos demarches nous vous invitons a nous adresser par retour de mail votre releve de compteur ainsi que votre nouvelle adresse apres votre demenagement votre contrat de fourniture sera resilie des reception de ces indications une derniere facture vous sera ensuite adressee par voie postale a votre nouvelle adresse nous restons a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto mailto envoye lundi juillet a accueil mailto objet resiliation contrat electricite madame monsieur ayant eu un souci de connexion internet avec un de passe trop de fois errone l'acces a mon espace personnel est bloque pour les prochaines heures de impossible de vous joindre par telephone le numero n'appelle pas il est tout de suite raccroche je vous envoie donc ce mail pour vous signaler que j'ai quitte mon appartement au rue de ribeauville aujourd'hui et que je souhaiterai resilier mon contrat pour l'electricite je vous remercie de prendre contact soit par cette adresse mail soit au tel %%%% pour que nous puissions effectuer cette operation le plus rapidement possible cordialement pour le contrat n° reference contact ",0
"Email d'origine : Re  Votre compte internet (2).msg

bonjour j'ai a nouveau essaye de creer mon compte internet ca ne fonctionne pas une fois premiere page rempli je clique sur suite et ca ne prend pas cordialement le mardi juillet mailto a ecrit bonjour nous vous confirmons prise en compte de votre demande de creation de votre compte internet pour finaliser creation de votre compte merci de cliquer sur le lien suivant pour saisir vos donnees personnelles icihttps www interactive electricite netaelfrcreercybercomptecreercybercompteprocess codeactionappelcollectepreremplitypeuseruememail referenceid bien cordialement votre conseiller ce courrier electronique vous est envoye par l'espass personnel energies suite a votre demande de creation de compte internet merci de ne pas repondre a ce courrier ",5
"Email d'origine : Fwd  votre demande du 18 05 2017.msg

bonjour appartement compteur n° ancien locataire monsieur mezui bienvenue hc nouveau logement rue charmille hp hc ancien logement rue du faucon hp cordoalement de accueil a envoye vendredi mai objet votre demande du bonjour madame nous avons bien pris connaissance de votre demande de resiliation de votre contrat d'electricite au rue du faucon a pour simplifier vos demarches nous vous invitons a nous adresser par retour de mail vos releves de compteur en heures creuses et en heures pleines votre contrat de fourniture sera resilie des reception de ces indications une derniere facture vous sera ensuite adressee par voie postale a votre nouvelle adresse afin d'etablir votre contrat de fourniture au rue de charmille a nous avons besoin d'informations complementaires que nous vous demandons de nous fournir par retour de mail le nom de l'ancien occupant le numero de serie complet de votre compteur les releves du compteur des reception de ces informations le nouveau contrat de fourniture pourra etre mis en place pour vous simplifier gestion de votre contrat nous vous recommandons mensualisation avec mensualisation vous preleve de somme chaque mois a une date fixe que vous choisissez le montant de votre mensualite est determine selon vos equipements composition de votre foyer et vos habitudes de consommation vous pouvez adapter votre mensualite en fonction des modifications de vos habitudes de consommation pour cela vous pouvez vous rendre sur votre espass personnel une fois votre contrat actif nous vous invitons a consulter une video accessible depuis le site http energies electriciteservicesenligneespasspersonnel pour decouvrir toutes les fonctionnalites disponibles nous restons a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye vendredi mai a accueil objet demenagement bonjour cela fait plusieurs jours que je n'arrive a vous joindre telephoniquement pour signaler un demenagement emmenagement je quitte le rue du faucon le mai et j'ai emmenage au rue de charmille le mai contrat ref tech e les coordonnees bancaires ne changent pas cordialement ",0
"Email d'origine : Formulaire de contact   Divers (146).msg

email envoye automatiquement suite a une demande sur le site energies monsieur telephone objet divers adresse electronique message bonjour j'ai ete debite de euros le juin or je vous ai contacte pour resilier mon contrat le er juin jour ou j'ai quitte mon logement l'adresse de mon precedent logement est suivante rue de londres winston studio priere de m'expliquer pourquoi cet argent a ete debite de mon compte et je vous saurai gre de me rembourser somme due cordialement energies social rue du marais vert cedex ",0
"Email d'origine : Re  Votre demande (73).msg

bonjour cidessous le releve de compteur hc hp merci cordialement de accueil a envoye le mardi juin h objet votre demande bonjour monsieur nous faisons suite a votre courriel et vous informons que d'apres nos informations votre compteur se trouve dans un local technique au rez de chaussee le proprietaire ou l'agence doit proceder au releve du compteur le jour de l'etat des lieux de sortie si serrure est un rond avec une croix au milieu celleci peut s'ouvrir a l'aide d'un tournevis nous restons bien entendu a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto de mailto envoye lundi juin a accueil objet re votre demande bonjour je n'ai pas acces a mon compteur dans mon logement que je quitte au il n'y a qu'un disjoncteur et un tableau bec les disjoncteurs mais pas de compteur cordialement le juin a accueil mailto a ecrit bonjour monsieur nous avons bien pris connaissance de votre demande de resiliation de votre contrat d'electricite au a quai a pour simplifier vos demarches nous vous invitons a nous adresser par retour de mail vos releves de compteur en heures creuses et en heures pleines le apres votre demenagement votre contrat de fourniture sera resilie des reception de ces indications une derniere facture vous sera ensuite adressee par voie postale a votre nouvelle adresse nous restons a votre disposition pour tous renseignements complementaires cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b reference client commentaires du client ref contrat ref merci de resilier ce contrat au juin merci a quai ",1
"Email d'origine : Re  Votre demande (7).msg

bonjour voici les renseignements demandes remise des cles le juillet l'ancien occupant etait m numero de serie af releve du compteur avril je vous envoie le rib en pj je veux effectivement une mensualisation bonne soiree m le juil accueil mailto a ecrit bonjour monsieur nous avons bien pris connaissance de votre demande de souscription de contrat d'electricite au bld a afin d'etablir votre contrat de fourniture nous avons besoin d'informations complementaires que nous vous demandons de nous fournir par retour de mail date de remise des cles de votre logement le nom de l'ancien occupant le numero de serie complet de votre compteur les releves du compteur votre date de naissance vos coordonnees bancaires afin de mettre en place le prelevement de vos factures des reception de ces informations le nouveau contrat de fourniture pourra etre mis en place pour vous simplifier gestion de votre contrat nous vous recommandons mensualisation avec mensualisation vous preleve de somme chaque mois a une date fixe que vous choisissez le montant de votre mensualite est determine selon vos equipements composition de votre foyer et vos habitudes de consommation vous pouvez adapter votre mensualite en fonction des modifications de vos habitudes de consommation pour cela vous pouvez vous rendre sur votre espass personnel une fois votre contrat actif nous vous invitons a consulter une video accessible depuis le site http energies electriciteservicesenligneespasspersonnel pour decouvrir toutes les fonctionnalites disponibles concernant votre demande relative a un contrat de gaz nous vous invitons a contacter le fournisseur de votre choix nous restons a votre disposition pour tous renseignements complementaires bien cordialement guete votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto message d'origine de mailto mailto mailto envoye mardi juillet a accueil mailto objet formulaire de contact divers email envoye automatiquement suite a une demande sur le site energies monsieur telephone objet divers adresse electronique mailto message bonjour je viens d'emmenager hier au bd a il faudrait remettre le gaz et l'electricite pouvezvous m'indiquer a suivre bien cordialement m energies social rue du marais vert cedex ",3
"Email d'origine : Formulaire de contact   Divers (36).msg

email envoye automatiquement suite a une demande sur le site energies monsieur telephone objet divers adresse electronique message bonsoir un virement de  pour facture ref a ete envoye par virement bancaires aujourd'hui merci de prendre note energies social rue du marais vert cedex ",4
"Email d'origine : Resilier mon contrat d electricite.msg

bonjour je voudrais vous informer que je vais quitter mon appartement bvd tauler le et que je souhaite par consequent resilier mon contrat d electricite a cette date si ce message ne suffit pas merci de m indiquer au plus vite procedure de resiliation a suivre cordialement ",0
"Email d'origine : contrat.msg

bonjour cijoint un contrat bien a vous ",3
"Email d'origine : Formulaire de contact   Divers (94).msg

email envoye automatiquement suite a une demande sur le site energies monsieur telephone objet divers adresse electronique message bonjour nous allons installer notre fille le juillet au rue des halles a estil possible de passer dans votre agence pour mettre le contrat en place cordialement energies social rue du marais vert cedex ",3
"Email d'origine : Formulaire de contact   Divers (80).msg

email envoye automatiquement suite a une demande sur le site energies monsieur thomas telephone objet divers adresse electronique message bonjour intervention prevue le en apm je n'ai recu de sms de confirmation contrat n° merci energies social rue du marais vert cedex ",1
"Email d'origine : Re  Votre demande  (2).msg

bonjour madame suite a votre mail je vous prie de trouver cijoint le releve de mon compteur effectue avant de laisser lappartement au locataire hc hp ma nouvelle adresse est rue du moulin du becquet cordialement m img jpg le juin a accueil mailto a ecrit bonjour monsieur nous avons bien pris connaissance de votre demande de resiliation de votre contrat d'electricite au boulevard du president a pour simplifier vos demarches nous vous invitons a nous adresser par retour de mail vos releves de compteur en heures creuses et en heures pleines ainsi que votre nouvelle adresse le apres votre demenagement votre contrat de fourniture sera resilie des reception de ces indications une derniere facture vous sera ensuite adressee par voie postale a votre nouvelle adresse par ailleurs nous vous invitons a prendre contact des a avec nos services au du lundi au vendredi de h a h et de h a h afin de convenir d'un rendezvous pour l'echange de votre disjoncteur nous restons a votre disposition pour tous renseignements complementaires cordialement guete alexandra votre conseiller si vous n'imprimez ce mail qu'en cas de necessite vous contribuerez a preservation de l'environnement energies sa rue du marais vert cedex rcs b email mailto reference client commentaires du client bonjour je en location mon appartement a compter du je souhaiterais donc cloturer mon compte je ne souhaite pas fermer l'electricite car un locataire reprendra l'appartement le jour enfin j'avais eu il y a cinq ans un diagnostic qui faisait etat d'anomalies sur mon b h le les dispositifs de protection differentielle ne fonctionne fonctionnent pas pour son seuil de declenchement b i manoeuvre du bouton test du des dispositifs de protection differentielle n¿entraine pas leur declenchement remarques disjoncteur differentiel ma ne declenche pas b c plusieurs circuits disposent d¿un conducteur neutre commun dont les conducteurs ne sont pas correctement proteges contre les surintensites on m'avait alors dit que vous pouviez faire quelque chose estce possible cordialement m ",1
"Email d'origine : Formulaire de contact   Renseignement.msg

email envoye automatiquement suite a une demande sur le site energies madame telephone objet renseignement adresse electronique message bonjour serait il possible de ne pas faire le prelevement de euros pour le ma referencce et le merci energies social rue du marais vert cedex ",4
"Email d'origine : Formulaire de contact   Divers (5).msg

email envoye automatiquement suite a une demande sur le site energies madame telephone objet divers adresse electronique message bonjour je tente vainement de vous joindre depuis trois jours afin de declarer mon demenagement pouvez vous me rappeler au cordialement energies social rue du marais vert cedex ",0
"Email d'origine : RESILIATION CONTRAT 1003811.msg

mes references contact paiement victoria carabins rue des glacieres contrat bonjour par presente je vous informe avoir quitte mon appartement situe a l'adresse cidessus vous trouverezdessous le releve de compteur pour regularisation derniere facture heures creuses heures pleines cordialement v ",0
"Email d'origine : Formulaire de contact   Divers (64).msg

email envoye automatiquement suite a une demande sur le site energies monsieur telephone objet divers adresse electronique message bonjour mon fils a quitte definitivement l'appartement en location au a route de paris ref contrat ref client ref installation n ° compteur t il n'a pas pu ou su ou etait le compteur pour le releve je vous demande donc de resilier son contrat y compris celui de depannage dont je viens de decouvrir qu'il avait ete habilement souscrit vous m'envoyer derniere facture que je vous a mr avenue pasteur bagnolet tel mail merci d'avance energies social rue du marais vert cedex ",0
"Email d'origine : Formulaire de contact   Divers (119).msg

email envoye automatiquement suite a une demande sur le site energies monsieur telephone objet divers adresse electronique message bonjour j'ai emmenage le juin a a l'adresse boulevard du president poincare le releve de compteur d'electricite du precedent locataire est de hp hc le numero du compteur est e je quitterais les lieux le aout en vous remerciant d'avance energies social rue du marais vert cedex ",0
"Email d'origine : Formulaire de contact   Divers (90).msg

email envoye automatiquement suite a une demande sur le site energies madame telephone objet divers adresse electronique message bonjour j'ai souscrit un contrat par telephone concernant consommation en electricite de l'appartement que ma fille occupera fin aout il s'agit de l'appartement au boulevard d'anvers a j'ai recu demande de prelevement sepa mais je n'ai pas recu de contrat par mail a que je l'ai efface par megarde pourriezvous m'envoyer ce contrat en vous remerciant cordialement energies social rue du marais vert cedex ",2
"Email d'origine : Formulaire de contact   Divers (68).msg

email envoye automatiquement suite a une demande sur le site energies madame telephone objet divers adresse electronique message bonjour je n'arrive plus a me connecter a mon compte client alors que creation de mon espass personnel m'avait ete confirmee par mail apparemment mon compte n'existe pas en tous cas c'est reponse qui m'ait donne quand je tape mes identifiants ou les redemande pouvezvous me reenvoyer mes identifiants de passe ou bien m'en donner des temporaires bien cordialement et bonne energies social rue du marais vert cedex ",5
"Email d'origine : Coupure courant - abonnement.msg

references contact paiement contrat numero titulaire nom marital espace de livraison a rue du chemin de fer gambsheim ref technique rtpl e bonjour notre maison est actuellement en travaux agrandissement et restructuration de notre maison d'habitation pour des raisons de securite nous avons fait appel a un electricien habilite mr de pour faire une coupure de courant depuis borne en limite de terrain le lundi avril depuis je continue a payer un abonnement et une electricite que je n'ai pas environ euros par mois puisque je suis mensualisee un agent de l' est tout de fois passe dernierement pour prendre les releves de compteur celleci etait etonnee de ne pouvoir prendre le releve je lui est donc explique situation aujourd'hui je ne suis pas en mesure de vous dire ce qui est indique sur le compteur electrique tant que nous n'auront pas le closcouvert nous ne feront pas demande pour remettre le courant je pense que ce ne sera pas avant miseptembre quelle solution pouvezvous m'apporter pour ceci cordialement tel ",2
